"tooth_class";"specimen";"num_amtl";"sockets";"age";"stdev_age";"prob_male";"genus";"pop"
"Anterior";"UVS59";0;12;18.7791418;2.1579761;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS59";0;12;18.7791418;2.1579761;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS59";0;8;18.7791418;2.1579761;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS60";0;6;21.7815281;2.59401611;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS60";0;6;21.7815281;2.59401611;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS60";0;4;21.7815281;2.59401611;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS62";0;6;19.5297384;2.26582834;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS62";0;6;19.5297384;2.26582834;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS62";0;4;19.5297384;2.26582834;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS63";4;12;28.9121956;3.66038599;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS63";4;12;28.9121956;3.66038599;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS63";2;8;28.9121956;3.66038599;0.25;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS67";1;12;25.1592127;3.09538823;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS67";0;12;25.1592127;3.09538823;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS67";0;8;25.1592127;3.09538823;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS68";0;12;17.6532469;1.99807578;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS68";0;12;17.6532469;1.99807578;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS68";0;8;17.6532469;1.99807578;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Anterior";"UVS76";0;12;22.1568264;2.64926405;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Posterior";"UVS76";0;12;22.1568264;2.64926405;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
"Premolar";"UVS76";0;8;22.1568264;2.64926405;0.75;"Homo sapiens";"Khoi-San or bushman half-caste"
