"case";"response";"order";"id";"age";"male";"edu";"action";"intention";"contact";"story";"action2"
"fkboa";3;22;"96;824";28;0;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";7;11;"96;824";28;0;"Bachelor's Degree";1;0;0;"box";1
"fkbur";7;19;"96;824";28;0;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";4;3;"96;824";28;0;"Bachelor's Degree";1;0;0;"car";1
"fkspe";3;24;"96;824";28;0;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";7;8;"96;824";28;0;"Bachelor's Degree";1;0;0;"swi";1
"flboa";4;31;"96;824";28;0;"Bachelor's Degree";0;0;0;"boa";0
"flcar";2;12;"96;824";28;0;"Bachelor's Degree";0;0;0;"car";0
"flche";7;29;"96;824";28;0;"Bachelor's Degree";0;0;0;"che";0
"flsha";7;5;"96;824";28;0;"Bachelor's Degree";0;0;0;"sha";0
"flswi";6;27;"96;824";28;0;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";4;30;"96;824";28;0;"Bachelor's Degree";1;1;0;"box";1
"ikbur";6;28;"96;824";28;0;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;32;"96;824";28;0;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";6;16;"96;824";28;0;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";3;14;"96;824";28;0;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";7;2;"96;824";28;0;"Bachelor's Degree";0;1;0;"box";0
"ilche";4;20;"96;824";28;0;"Bachelor's Degree";0;1;0;"che";0
"ilpon";7;23;"96;824";28;0;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";4;15;"96;824";28;0;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";7;7;"96;824";28;0;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";4;18;"96;824";28;0;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";5;17;"96;824";28;0;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";6;13;"96;827";43;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";6;1;"96;827";43;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";3;26;"96;827";43;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";1;21;"96;827";43;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";6;10;"96;827";43;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";3;6;"96;827";43;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";6;4;"96;827";43;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";2;22;"96;827";43;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";5;11;"96;827";43;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";6;19;"96;827";43;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";4;3;"96;827";43;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";2;24;"96;827";43;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";6;8;"96;827";43;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";6;31;"96;827";43;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";5;12;"96;827";43;1;"Bachelor's Degree";0;0;0;"car";0
"flche";7;29;"96;827";43;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";5;5;"96;827";43;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";5;27;"96;827";43;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";2;30;"96;827";43;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";3;28;"96;827";43;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;32;"96;827";43;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";7;16;"96;827";43;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";4;14;"96;827";43;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";4;2;"96;827";43;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";7;20;"96;827";43;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";4;23;"96;827";43;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";7;15;"96;827";43;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";7;7;"96;827";43;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";4;18;"96;827";43;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";4;17;"96;827";43;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";1;20;"96;838";61;1;"Master's Degree";0;0;1;"aqu";1
"cfbur";5;32;"96;838";61;1;"Master's Degree";0;0;1;"bur";1
"cfrub";1;7;"96;838";61;1;"Master's Degree";0;0;1;"rub";1
"cibox";1;12;"96;838";61;1;"Master's Degree";0;1;1;"box";1
"cibur";1;23;"96;838";61;1;"Master's Degree";0;1;1;"bur";1
"cispe";1;27;"96;838";61;1;"Master's Degree";0;1;1;"spe";1
"fkaqu";6;29;"96;838";61;1;"Master's Degree";1;0;0;"aqu";1
"fkboa";1;11;"96;838";61;1;"Master's Degree";1;0;0;"boa";1
"fkbox";6;22;"96;838";61;1;"Master's Degree";1;0;0;"box";1
"fkbur";1;14;"96;838";61;1;"Master's Degree";1;0;0;"bur";1
"fkcar";5;30;"96;838";61;1;"Master's Degree";1;0;0;"car";1
"fkspe";1;9;"96;838";61;1;"Master's Degree";1;0;0;"spe";1
"fkswi";6;25;"96;838";61;1;"Master's Degree";1;0;0;"swi";1
"flboa";6;2;"96;838";61;1;"Master's Degree";0;0;0;"boa";0
"flcar";6;21;"96;838";61;1;"Master's Degree";0;0;0;"car";0
"flche";6;4;"96;838";61;1;"Master's Degree";0;0;0;"che";0
"flsha";7;28;"96;838";61;1;"Master's Degree";0;0;0;"sha";0
"flswi";6;6;"96;838";61;1;"Master's Degree";0;0;0;"swi";0
"ikbox";1;3;"96;838";61;1;"Master's Degree";1;1;0;"box";1
"ikbur";1;5;"96;838";61;1;"Master's Degree";1;1;0;"bur";1
"ikpon";1;1;"96;838";61;1;"Master's Degree";1;1;0;"pon";1
"ikshi";1;17;"96;838";61;1;"Master's Degree";1;1;0;"shi";1
"ikspe";1;19;"96;838";61;1;"Master's Degree";1;1;0;"spe";1
"ilbox";6;31;"96;838";61;1;"Master's Degree";0;1;0;"box";0
"ilche";7;13;"96;838";61;1;"Master's Degree";0;1;0;"che";0
"ilpon";1;10;"96;838";61;1;"Master's Degree";0;1;0;"pon";0
"ilsha";1;18;"96;838";61;1;"Master's Degree";0;1;0;"sha";0
"ilshi";6;26;"96;838";61;1;"Master's Degree";0;1;0;"shi";0
"ilswi";1;15;"96;838";61;1;"Master's Degree";0;1;0;"swi";0
"nfrub";1;16;"96;838";61;1;"Master's Degree";1;0;0;"rub";1
"cfaqu";4;20;"96;839";36;1;"Master's Degree";0;0;1;"aqu";1
"cfbur";7;32;"96;839";36;1;"Master's Degree";0;0;1;"bur";1
"cfrub";4;7;"96;839";36;1;"Master's Degree";0;0;1;"rub";1
"cibox";3;12;"96;839";36;1;"Master's Degree";0;1;1;"box";1
"cibur";4;23;"96;839";36;1;"Master's Degree";0;1;1;"bur";1
"cispe";4;27;"96;839";36;1;"Master's Degree";0;1;1;"spe";1
"fkaqu";7;29;"96;839";36;1;"Master's Degree";1;0;0;"aqu";1
"fkboa";4;11;"96;839";36;1;"Master's Degree";1;0;0;"boa";1
"fkbox";6;22;"96;839";36;1;"Master's Degree";1;0;0;"box";1
"fkbur";6;14;"96;839";36;1;"Master's Degree";1;0;0;"bur";1
"fkcar";5;30;"96;839";36;1;"Master's Degree";1;0;0;"car";1
"fkspe";4;9;"96;839";36;1;"Master's Degree";1;0;0;"spe";1
"fkswi";6;25;"96;839";36;1;"Master's Degree";1;0;0;"swi";1
"flboa";7;2;"96;839";36;1;"Master's Degree";0;0;0;"boa";0
"flcar";5;21;"96;839";36;1;"Master's Degree";0;0;0;"car";0
"flche";5;4;"96;839";36;1;"Master's Degree";0;0;0;"che";0
"flsha";7;28;"96;839";36;1;"Master's Degree";0;0;0;"sha";0
"flswi";7;6;"96;839";36;1;"Master's Degree";0;0;0;"swi";0
"ikbox";4;3;"96;839";36;1;"Master's Degree";1;1;0;"box";1
"ikbur";3;5;"96;839";36;1;"Master's Degree";1;1;0;"bur";1
"ikpon";7;1;"96;839";36;1;"Master's Degree";1;1;0;"pon";1
"ikshi";3;17;"96;839";36;1;"Master's Degree";1;1;0;"shi";1
"ikspe";5;19;"96;839";36;1;"Master's Degree";1;1;0;"spe";1
"ilbox";7;31;"96;839";36;1;"Master's Degree";0;1;0;"box";0
"ilche";3;13;"96;839";36;1;"Master's Degree";0;1;0;"che";0
"ilpon";6;10;"96;839";36;1;"Master's Degree";0;1;0;"pon";0
"ilsha";6;18;"96;839";36;1;"Master's Degree";0;1;0;"sha";0
"ilshi";7;26;"96;839";36;1;"Master's Degree";0;1;0;"shi";0
"ilswi";4;15;"96;839";36;1;"Master's Degree";0;1;0;"swi";0
"nfrub";4;16;"96;839";36;1;"Master's Degree";1;0;0;"rub";1
"cfaqu";1;20;"96;841";28;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";1;32;"96;841";28;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";1;7;"96;841";28;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";1;12;"96;841";28;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";1;23;"96;841";28;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";1;27;"96;841";28;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";1;29;"96;841";28;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";1;11;"96;841";28;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";1;22;"96;841";28;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";1;14;"96;841";28;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";6;30;"96;841";28;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";1;9;"96;841";28;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";1;25;"96;841";28;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";2;2;"96;841";28;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";6;21;"96;841";28;1;"Bachelor's Degree";0;0;0;"car";0
"flche";1;4;"96;841";28;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";4;28;"96;841";28;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";1;6;"96;841";28;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";1;3;"96;841";28;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";1;5;"96;841";28;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;1;"96;841";28;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";1;17;"96;841";28;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";1;19;"96;841";28;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";7;31;"96;841";28;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";1;13;"96;841";28;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";1;10;"96;841";28;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";1;18;"96;841";28;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";4;26;"96;841";28;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";1;15;"96;841";28;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";1;16;"96;841";28;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";5;20;"96;842";32;1;"Master's Degree";0;0;1;"aqu";1
"cfbur";5;32;"96;842";32;1;"Master's Degree";0;0;1;"bur";1
"cfrub";6;7;"96;842";32;1;"Master's Degree";0;0;1;"rub";1
"cibox";5;12;"96;842";32;1;"Master's Degree";0;1;1;"box";1
"cibur";6;23;"96;842";32;1;"Master's Degree";0;1;1;"bur";1
"cispe";5;27;"96;842";32;1;"Master's Degree";0;1;1;"spe";1
"fkaqu";5;29;"96;842";32;1;"Master's Degree";1;0;0;"aqu";1
"fkboa";5;11;"96;842";32;1;"Master's Degree";1;0;0;"boa";1
"fkbox";6;22;"96;842";32;1;"Master's Degree";1;0;0;"box";1
"fkbur";4;14;"96;842";32;1;"Master's Degree";1;0;0;"bur";1
"fkcar";5;30;"96;842";32;1;"Master's Degree";1;0;0;"car";1
"fkspe";7;9;"96;842";32;1;"Master's Degree";1;0;0;"spe";1
"fkswi";6;25;"96;842";32;1;"Master's Degree";1;0;0;"swi";1
"flboa";7;2;"96;842";32;1;"Master's Degree";0;0;0;"boa";0
"flcar";5;21;"96;842";32;1;"Master's Degree";0;0;0;"car";0
"flche";5;4;"96;842";32;1;"Master's Degree";0;0;0;"che";0
"flsha";4;28;"96;842";32;1;"Master's Degree";0;0;0;"sha";0
"flswi";3;6;"96;842";32;1;"Master's Degree";0;0;0;"swi";0
"ikbox";7;3;"96;842";32;1;"Master's Degree";1;1;0;"box";1
"ikbur";4;5;"96;842";32;1;"Master's Degree";1;1;0;"bur";1
"ikpon";1;1;"96;842";32;1;"Master's Degree";1;1;0;"pon";1
"ikshi";7;17;"96;842";32;1;"Master's Degree";1;1;0;"shi";1
"ikspe";5;19;"96;842";32;1;"Master's Degree";1;1;0;"spe";1
"ilbox";6;31;"96;842";32;1;"Master's Degree";0;1;0;"box";0
"ilche";5;13;"96;842";32;1;"Master's Degree";0;1;0;"che";0
"ilpon";7;10;"96;842";32;1;"Master's Degree";0;1;0;"pon";0
"ilsha";5;18;"96;842";32;1;"Master's Degree";0;1;0;"sha";0
"ilshi";2;26;"96;842";32;1;"Master's Degree";0;1;0;"shi";0
"ilswi";4;15;"96;842";32;1;"Master's Degree";0;1;0;"swi";0
"nfrub";5;16;"96;842";32;1;"Master's Degree";1;0;0;"rub";1
"cfaqu";6;2;"96;859";54;1;"Some College";0;0;1;"aqu";1
"cfbur";7;31;"96;859";54;1;"Some College";0;0;1;"bur";1
"cfrub";7;16;"96;859";54;1;"Some College";0;0;1;"rub";1
"cibox";1;32;"96;859";54;1;"Some College";0;1;1;"box";1
"cibur";6;4;"96;859";54;1;"Some College";0;1;1;"bur";1
"cispe";1;9;"96;859";54;1;"Some College";0;1;1;"spe";1
"fkaqu";6;29;"96;859";54;1;"Some College";1;0;0;"aqu";1
"fkboa";6;12;"96;859";54;1;"Some College";1;0;0;"boa";1
"fkbox";5;23;"96;859";54;1;"Some College";1;0;0;"box";1
"fkbur";7;22;"96;859";54;1;"Some College";1;0;0;"bur";1
"fkcar";7;27;"96;859";54;1;"Some College";1;0;0;"car";1
"fkspe";1;19;"96;859";54;1;"Some College";1;0;0;"spe";1
"fkswi";7;14;"96;859";54;1;"Some College";1;0;0;"swi";1
"flboa";1;3;"96;859";54;1;"Some College";0;0;0;"boa";0
"flcar";7;18;"96;859";54;1;"Some College";0;0;0;"car";0
"flche";6;15;"96;859";54;1;"Some College";0;0;0;"che";0
"flsha";2;30;"96;859";54;1;"Some College";0;0;0;"sha";0
"flswi";7;5;"96;859";54;1;"Some College";0;0;0;"swi";0
"ikbox";5;1;"96;859";54;1;"Some College";1;1;0;"box";1
"ikbur";7;13;"96;859";54;1;"Some College";1;1;0;"bur";1
"ikpon";1;20;"96;859";54;1;"Some College";1;1;0;"pon";1
"ikshi";7;17;"96;859";54;1;"Some College";1;1;0;"shi";1
"ikspe";1;28;"96;859";54;1;"Some College";1;1;0;"spe";1
"ilbox";5;10;"96;859";54;1;"Some College";0;1;0;"box";0
"ilche";6;6;"96;859";54;1;"Some College";0;1;0;"che";0
"ilpon";5;11;"96;859";54;1;"Some College";0;1;0;"pon";0
"ilsha";1;21;"96;859";54;1;"Some College";0;1;0;"sha";0
"ilshi";7;26;"96;859";54;1;"Some College";0;1;0;"shi";0
"ilswi";1;24;"96;859";54;1;"Some College";0;1;0;"swi";0
"nfrub";7;7;"96;859";54;1;"Some College";1;0;0;"rub";1
"cfaqu";4;31;"96;866";38;1;"Master's Degree";0;0;1;"aqu";1
"cfbur";4;2;"96;866";38;1;"Master's Degree";0;0;1;"bur";1
"cfrub";1;17;"96;866";38;1;"Master's Degree";0;0;1;"rub";1
"cibox";1;1;"96;866";38;1;"Master's Degree";0;1;1;"box";1
"cibur";1;29;"96;866";38;1;"Master's Degree";0;1;1;"bur";1
"cispe";1;24;"96;866";38;1;"Master's Degree";0;1;1;"spe";1
"fkaqu";7;4;"96;866";38;1;"Master's Degree";1;0;0;"aqu";1
"fkboa";4;21;"96;866";38;1;"Master's Degree";1;0;0;"boa";1
"fkbox";4;10;"96;866";38;1;"Master's Degree";1;0;0;"box";1
"fkbur";5;11;"96;866";38;1;"Master's Degree";1;0;0;"bur";1
"fkcar";4;6;"96;866";38;1;"Master's Degree";1;0;0;"car";1
"fkspe";5;14;"96;866";38;1;"Master's Degree";1;0;0;"spe";1
"fkswi";2;19;"96;866";38;1;"Master's Degree";1;0;0;"swi";1
"flboa";4;30;"96;866";38;1;"Master's Degree";0;0;0;"boa";0
"flcar";4;15;"96;866";38;1;"Master's Degree";0;0;0;"car";0
"flche";4;18;"96;866";38;1;"Master's Degree";0;0;0;"che";0
"flsha";6;3;"96;866";38;1;"Master's Degree";0;0;0;"sha";0
"flswi";4;28;"96;866";38;1;"Master's Degree";0;0;0;"swi";0
"ikbox";1;32;"96;866";38;1;"Master's Degree";1;1;0;"box";1
"ikbur";1;20;"96;866";38;1;"Master's Degree";1;1;0;"bur";1
"ikpon";1;13;"96;866";38;1;"Master's Degree";1;1;0;"pon";1
"ikshi";1;16;"96;866";38;1;"Master's Degree";1;1;0;"shi";1
"ikspe";4;5;"96;866";38;1;"Master's Degree";1;1;0;"spe";1
"ilbox";3;23;"96;866";38;1;"Master's Degree";0;1;0;"box";0
"ilche";4;27;"96;866";38;1;"Master's Degree";0;1;0;"che";0
"ilpon";7;22;"96;866";38;1;"Master's Degree";0;1;0;"pon";0
"ilsha";2;12;"96;866";38;1;"Master's Degree";0;1;0;"sha";0
"ilshi";3;7;"96;866";38;1;"Master's Degree";0;1;0;"shi";0
"ilswi";2;9;"96;866";38;1;"Master's Degree";0;1;0;"swi";0
"nfrub";4;26;"96;866";38;1;"Master's Degree";1;0;0;"rub";1
"cfaqu";7;13;"96;870";64;1;"Some High School";0;0;1;"aqu";1
"cfbur";7;1;"96;870";64;1;"Some High School";0;0;1;"bur";1
"cfrub";7;26;"96;870";64;1;"Some High School";0;0;1;"rub";1
"cibox";1;21;"96;870";64;1;"Some High School";0;1;1;"box";1
"cibur";4;10;"96;870";64;1;"Some High School";0;1;1;"bur";1
"cispe";1;6;"96;870";64;1;"Some High School";0;1;1;"spe";1
"fkaqu";7;4;"96;870";64;1;"Some High School";1;0;0;"aqu";1
"fkboa";7;22;"96;870";64;1;"Some High School";1;0;0;"boa";1
"fkbox";7;11;"96;870";64;1;"Some High School";1;0;0;"box";1
"fkbur";7;19;"96;870";64;1;"Some High School";1;0;0;"bur";1
"fkcar";7;3;"96;870";64;1;"Some High School";1;0;0;"car";1
"fkspe";1;24;"96;870";64;1;"Some High School";1;0;0;"spe";1
"fkswi";7;8;"96;870";64;1;"Some High School";1;0;0;"swi";1
"flboa";7;31;"96;870";64;1;"Some High School";0;0;0;"boa";0
"flcar";7;12;"96;870";64;1;"Some High School";0;0;0;"car";0
"flche";7;29;"96;870";64;1;"Some High School";0;0;0;"che";0
"flsha";7;5;"96;870";64;1;"Some High School";0;0;0;"sha";0
"flswi";7;27;"96;870";64;1;"Some High School";0;0;0;"swi";0
"ikbox";1;30;"96;870";64;1;"Some High School";1;1;0;"box";1
"ikbur";3;28;"96;870";64;1;"Some High School";1;1;0;"bur";1
"ikpon";1;32;"96;870";64;1;"Some High School";1;1;0;"pon";1
"ikshi";1;16;"96;870";64;1;"Some High School";1;1;0;"shi";1
"ikspe";4;14;"96;870";64;1;"Some High School";1;1;0;"spe";1
"ilbox";7;2;"96;870";64;1;"Some High School";0;1;0;"box";0
"ilche";7;20;"96;870";64;1;"Some High School";0;1;0;"che";0
"ilpon";7;23;"96;870";64;1;"Some High School";0;1;0;"pon";0
"ilsha";7;15;"96;870";64;1;"Some High School";0;1;0;"sha";0
"ilshi";7;7;"96;870";64;1;"Some High School";0;1;0;"shi";0
"ilswi";7;18;"96;870";64;1;"Some High School";0;1;0;"swi";0
"nfrub";7;17;"96;870";64;1;"Some High School";1;0;0;"rub";1
"cfaqu";4;13;"96;873";40;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";4;1;"96;873";40;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";4;26;"96;873";40;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";5;21;"96;873";40;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";4;10;"96;873";40;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";4;6;"96;873";40;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";4;4;"96;873";40;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";4;22;"96;873";40;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";7;11;"96;873";40;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";4;19;"96;873";40;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";4;3;"96;873";40;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";4;24;"96;873";40;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";4;8;"96;873";40;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";4;31;"96;873";40;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";4;12;"96;873";40;1;"Bachelor's Degree";0;0;0;"car";0
"flche";4;29;"96;873";40;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";4;5;"96;873";40;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";4;27;"96;873";40;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";4;30;"96;873";40;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";4;28;"96;873";40;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";4;32;"96;873";40;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";4;16;"96;873";40;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";4;14;"96;873";40;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";4;2;"96;873";40;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";4;20;"96;873";40;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";4;23;"96;873";40;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";4;15;"96;873";40;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";4;7;"96;873";40;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";7;18;"96;873";40;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";4;17;"96;873";40;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";4;31;"96;882";58;0;"High School Graduate";0;0;1;"aqu";1
"cfbur";5;2;"96;882";58;0;"High School Graduate";0;0;1;"bur";1
"cfrub";3;17;"96;882";58;0;"High School Graduate";0;0;1;"rub";1
"cibox";5;1;"96;882";58;0;"High School Graduate";0;1;1;"box";1
"cibur";3;29;"96;882";58;0;"High School Graduate";0;1;1;"bur";1
"cispe";3;24;"96;882";58;0;"High School Graduate";0;1;1;"spe";1
"fkaqu";3;4;"96;882";58;0;"High School Graduate";1;0;0;"aqu";1
"fkboa";3;21;"96;882";58;0;"High School Graduate";1;0;0;"boa";1
"fkbox";3;10;"96;882";58;0;"High School Graduate";1;0;0;"box";1
"fkbur";6;11;"96;882";58;0;"High School Graduate";1;0;0;"bur";1
"fkcar";3;6;"96;882";58;0;"High School Graduate";1;0;0;"car";1
"fkspe";3;14;"96;882";58;0;"High School Graduate";1;0;0;"spe";1
"fkswi";3;19;"96;882";58;0;"High School Graduate";1;0;0;"swi";1
"flboa";3;30;"96;882";58;0;"High School Graduate";0;0;0;"boa";0
"flcar";3;15;"96;882";58;0;"High School Graduate";0;0;0;"car";0
"flche";3;18;"96;882";58;0;"High School Graduate";0;0;0;"che";0
"flsha";2;3;"96;882";58;0;"High School Graduate";0;0;0;"sha";0
"flswi";3;28;"96;882";58;0;"High School Graduate";0;0;0;"swi";0
"ikbox";3;32;"96;882";58;0;"High School Graduate";1;1;0;"box";1
"ikbur";3;20;"96;882";58;0;"High School Graduate";1;1;0;"bur";1
"ikpon";3;13;"96;882";58;0;"High School Graduate";1;1;0;"pon";1
"ikshi";4;16;"96;882";58;0;"High School Graduate";1;1;0;"shi";1
"ikspe";3;5;"96;882";58;0;"High School Graduate";1;1;0;"spe";1
"ilbox";4;23;"96;882";58;0;"High School Graduate";0;1;0;"box";0
"ilche";3;27;"96;882";58;0;"High School Graduate";0;1;0;"che";0
"ilpon";3;22;"96;882";58;0;"High School Graduate";0;1;0;"pon";0
"ilsha";5;12;"96;882";58;0;"High School Graduate";0;1;0;"sha";0
"ilshi";3;7;"96;882";58;0;"High School Graduate";0;1;0;"shi";0
"ilswi";3;9;"96;882";58;0;"High School Graduate";0;1;0;"swi";0
"nfrub";4;26;"96;882";58;0;"High School Graduate";1;0;0;"rub";1
"cfaqu";6;13;"96;883";30;0;"Some College";0;0;1;"aqu";1
"cfbur";5;1;"96;883";30;0;"Some College";0;0;1;"bur";1
"cfrub";4;26;"96;883";30;0;"Some College";0;0;1;"rub";1
"cibox";1;21;"96;883";30;0;"Some College";0;1;1;"box";1
"cibur";2;10;"96;883";30;0;"Some College";0;1;1;"bur";1
"cispe";1;6;"96;883";30;0;"Some College";0;1;1;"spe";1
"fkaqu";7;4;"96;883";30;0;"Some College";1;0;0;"aqu";1
"fkboa";2;22;"96;883";30;0;"Some College";1;0;0;"boa";1
"fkbox";3;11;"96;883";30;0;"Some College";1;0;0;"box";1
"fkbur";5;19;"96;883";30;0;"Some College";1;0;0;"bur";1
"fkcar";3;3;"96;883";30;0;"Some College";1;0;0;"car";1
"fkspe";3;24;"96;883";30;0;"Some College";1;0;0;"spe";1
"fkswi";4;8;"96;883";30;0;"Some College";1;0;0;"swi";1
"flboa";7;31;"96;883";30;0;"Some College";0;0;0;"boa";0
"flcar";7;12;"96;883";30;0;"Some College";0;0;0;"car";0
"flche";5;29;"96;883";30;0;"Some College";0;0;0;"che";0
"flsha";4;5;"96;883";30;0;"Some College";0;0;0;"sha";0
"flswi";7;27;"96;883";30;0;"Some College";0;0;0;"swi";0
"ikbox";3;30;"96;883";30;0;"Some College";1;1;0;"box";1
"ikbur";3;28;"96;883";30;0;"Some College";1;1;0;"bur";1
"ikpon";3;32;"96;883";30;0;"Some College";1;1;0;"pon";1
"ikshi";2;16;"96;883";30;0;"Some College";1;1;0;"shi";1
"ikspe";5;14;"96;883";30;0;"Some College";1;1;0;"spe";1
"ilbox";6;2;"96;883";30;0;"Some College";0;1;0;"box";0
"ilche";1;20;"96;883";30;0;"Some College";0;1;0;"che";0
"ilpon";7;23;"96;883";30;0;"Some College";0;1;0;"pon";0
"ilsha";6;15;"96;883";30;0;"Some College";0;1;0;"sha";0
"ilshi";6;7;"96;883";30;0;"Some College";0;1;0;"shi";0
"ilswi";5;18;"96;883";30;0;"Some College";0;1;0;"swi";0
"nfrub";3;17;"96;883";30;0;"Some College";1;0;0;"rub";1
"cfaqu";6;2;"96;901";36;1;"Graduate Degree";0;0;1;"aqu";1
"cfbur";2;31;"96;901";36;1;"Graduate Degree";0;0;1;"bur";1
"cfrub";7;16;"96;901";36;1;"Graduate Degree";0;0;1;"rub";1
"cibox";4;32;"96;901";36;1;"Graduate Degree";0;1;1;"box";1
"cibur";3;4;"96;901";36;1;"Graduate Degree";0;1;1;"bur";1
"cispe";1;9;"96;901";36;1;"Graduate Degree";0;1;1;"spe";1
