"id";"days_to_event";"date_out";"out_event";"date_in";"in_event";"breed";"color";"intake_age"
"A735186";6;"09/26/2016 11:43:00 AM";"Died";"09/20/2016 11:27:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";4
"A727820";31;"06/26/2016 01:34:00 PM";"Transfer";"05/26/2016 12:34:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";1
"A744426";33;"04/02/2017 02:33:00 PM";"Adoption";"02/28/2017 03:25:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";4
"A737869";24;"11/30/2016 04:30:00 PM";"Adoption";"11/06/2016 07:45:00 AM";"Stray";"Domestic Medium Hair Mix";"Gray/White";36
"A745320";1;"03/17/2017 09:00:00 AM";"Transfer";"03/16/2017 09:56:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";12
"A755831";5;"08/14/2017 10:02:00 AM";"Transfer";"08/09/2017 02:32:00 PM";"Stray";"Domestic Longhair Mix";"Brown Tabby";4
"A689675";8;"10/15/2014 01:48:00 PM";"Transfer";"10/07/2014 06:03:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie/White";144
"A730714";1;"07/10/2016 09:00:00 AM";"Transfer";"07/09/2016 11:32:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";7
"A679780";1;"05/27/2014 05:29:00 PM";"Transfer";"05/26/2014 10:59:00 AM";"Stray";"Siamese Mix";"Calico Point";4
"A667398";4;"11/21/2013 03:37:00 PM";"Transfer";"11/17/2013 02:06:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";12
"A671099";3;"01/21/2014 03:21:00 PM";"Transfer";"01/18/2014 12:58:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";36
"A679586";51;"07/13/2014 05:50:00 PM";"Adoption";"05/23/2014 12:47:00 PM";"Stray";"Domestic Shorthair Mix";"Black";5
"A704800";11;"06/20/2015 12:30:00 PM";"Transfer";"06/09/2015 11:30:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A721648";5;"03/06/2016 02:51:00 PM";"Adoption";"03/01/2016 04:56:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";3
"A701886";8;"05/13/2015 11:54:00 AM";"Adoption";"05/05/2015 03:32:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby/White";12
"A727671";140;"10/11/2016 10:38:00 AM";"Adoption";"05/24/2016 02:21:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A678715";47;"06/28/2014 05:54:00 PM";"Adoption";"05/12/2014 12:00:00 PM";"Stray";"Domestic Medium Hair Mix";"Brown Tabby/White";1
"A689671";1;"10/08/2014 10:50:00 AM";"Transfer";"10/07/2014 04:41:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";2
"A716242";10;"11/27/2015 06:38:00 PM";"Adoption";"11/17/2015 11:31:00 AM";"Stray";"Domestic Shorthair Mix";"Black";1
"A733432";22;"09/12/2016 03:52:00 PM";"Transfer";"08/21/2016 04:11:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";1
"A723745";37;"05/13/2016 07:15:00 PM";"Adoption";"04/06/2016 08:29:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";36
"A757500";7;"09/10/2017 05:31:00 PM";"Adoption";"09/03/2017 12:39:00 PM";"Stray";"Domestic Shorthair Mix";"Black";5
"A701307";29;"05/26/2015 05:17:00 PM";"Transfer";"04/27/2015 01:29:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";24
"A706330";63;"08/29/2015 02:25:00 PM";"Adoption";"06/27/2015 02:47:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";3
"A706313";56;"08/22/2015 01:21:00 PM";"Adoption";"06/27/2015 01:22:00 PM";"Stray";"Domestic Longhair Mix";"Black/White";2
"A760915";33;"11/27/2017 06:02:00 PM";"Adoption";"10/25/2017 07:51:00 PM";"Stray";"Domestic Shorthair Mix";"Black";24
"A640500";8;"06/23/2015 01:39:00 PM";"Transfer";"06/15/2015 03:24:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";24
"A751768";5;"06/17/2017 12:47:00 PM";"Adoption";"06/12/2017 02:21:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Calico";2
"A753979";3;"07/16/2017 07:19:00 PM";"Transfer";"07/13/2017 06:20:00 PM";"Stray";"Domestic Shorthair Mix";"Blue/White";2
"A704832";81;"08/29/2015 07:24:00 PM";"Adoption";"06/09/2015 01:22:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";2
"A757192";82;"11/21/2017 04:46:00 PM";"Adoption";"08/31/2017 11:42:00 AM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";1
"A705400";10;"06/26/2015 12:09:00 PM";"Transfer";"06/16/2015 06:37:00 PM";"Stray";"Domestic Shorthair Mix";"Blue";3
"A686811";38;"10/04/2014 12:33:00 PM";"Adoption";"08/27/2014 11:57:00 AM";"Stray";"Domestic Shorthair Mix";"White/Orange Tabby";3
"A736527";75;"12/26/2016 05:33:00 PM";"Adoption";"10/12/2016 11:08:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Blue";108
"A741667";4;"01/09/2017 05:22:00 PM";"Adoption";"01/05/2017 06:32:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";2
"A690209";71;"12/26/2014 02:22:00 PM";"Adoption";"10/16/2014 12:23:00 PM";"Stray";"Siamese Mix";"Chocolate Point/White";1
"A732230";32;"09/05/2016 04:54:00 PM";"Transfer";"08/04/2016 02:46:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie";12
"A732780";1;"08/14/2016 12:00:00 AM";"Transfer";"08/13/2016 11:38:00 AM";"Public Assist";"Domestic Shorthair Mix";"White/Black";36
"A410668";206;"06/12/2016 11:46:00 AM";"Adoption";"11/19/2015 01:41:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black";144
"A733658";32;"09/26/2016 02:11:00 PM";"Transfer";"08/25/2016 11:54:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Blue";7
"A711120";19;"09/21/2015 03:55:00 PM";"Transfer";"09/02/2015 12:29:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";1
"A726754";14;"05/28/2016 03:43:00 PM";"Transfer";"05/14/2016 12:02:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A743812";21;"03/10/2017 06:42:00 PM";"Adoption";"02/17/2017 12:41:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A711704";1;"09/12/2015 06:58:00 PM";"Euthanasia";"09/11/2015 11:01:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A692846";4;"11/30/2014 01:58:00 PM";"Transfer";"11/26/2014 02:02:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";1
"A727030";15;"06/01/2016 12:21:00 PM";"Transfer";"05/17/2016 02:16:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";4
"A690283";68;"12/24/2014 11:05:00 AM";"Adoption";"10/17/2014 12:51:00 PM";"Stray";"Siamese Mix";"Calico Point";1
"A683225";9;"07/18/2014 03:03:00 PM";"Transfer";"07/09/2014 12:58:00 PM";"Public Assist";"Domestic Shorthair Mix";"Calico";1
"A703176";5;"05/26/2015 12:21:00 PM";"Transfer";"05/21/2015 12:08:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";1
"A717837";12;"12/28/2015 02:35:00 PM";"Transfer";"12/16/2015 11:02:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby/White";10
"A692974";8;"12/07/2014 05:45:00 PM";"Adoption";"11/29/2014 01:09:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";2
"A738254";41;"12/22/2016 06:13:00 PM";"Adoption";"11/11/2016 03:49:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Blue Tabby";12
"A730315";72;"09/11/2016 03:55:00 PM";"Adoption";"07/01/2016 05:51:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A705885";5;"06/27/2015 06:24:00 PM";"Adoption";"06/22/2015 12:56:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black";3
"A731057";165;"12/27/2016 07:36:00 AM";"Adoption";"07/15/2016 11:15:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";5
"A768387";20;"04/07/2018 01:44:00 PM";"Adoption";"03/18/2018 03:14:00 PM";"Stray";"Balinese Mix";"Seal Point";120
"A696850";1;"02/14/2015 09:00:00 AM";"Transfer";"02/13/2015 01:15:00 PM";"Stray";"Domestic Medium Hair Mix";"Lynx Point";12
"A742667";4;"01/29/2017 05:27:00 PM";"Adoption";"01/25/2017 06:18:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby";3
"A714176";1;"10/20/2015 09:00:00 AM";"Transfer";"10/19/2015 11:57:00 AM";"Stray";"Domestic Shorthair Mix";"Black";3
"A719693";5;"01/30/2016 03:21:00 PM";"Adoption";"01/25/2016 03:39:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";6
"A679696";51;"07/14/2014 06:08:00 PM";"Adoption";"05/24/2014 10:59:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";4
"A690792";4;"10/30/2014 04:51:00 PM";"Transfer";"10/26/2014 11:25:00 AM";"Stray";"Domestic Medium Hair Mix";"Brown Tabby";4
"A730722";39;"08/17/2016 12:00:00 AM";"Transfer";"07/09/2016 12:01:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";4
"A750849";12;"06/13/2017 02:05:00 PM";"Transfer";"06/01/2017 11:46:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";204
"A747337";85;"07/12/2017 11:08:00 AM";"Adoption";"04/18/2017 12:05:00 PM";"Public Assist";"Domestic Shorthair Mix";"Blue Tabby";3
"A739188";8;"12/07/2016 03:24:00 PM";"Adoption";"11/29/2016 10:27:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"White/Gray";12
"A702344";1;"05/13/2015 09:00:00 AM";"Transfer";"05/12/2015 01:52:00 PM";"Stray";"Siamese Mix";"Lynx Point";12
"A753565";16;"07/24/2017 02:24:00 PM";"Adoption";"07/08/2017 11:03:00 AM";"Stray";"Domestic Shorthair Mix";"Torbie";2
"A728805";5;"06/13/2016 07:10:00 PM";"Adoption";"06/08/2016 05:47:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby";1
"A702201";7;"05/17/2015 10:20:00 AM";"Euthanasia";"05/10/2015 03:43:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";3
"A669139";3;"12/18/2013 04:14:00 PM";"Transfer";"12/15/2013 03:59:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";1
"A678814";38;"06/20/2014 05:04:00 PM";"Adoption";"05/13/2014 11:05:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A732234";32;"09/05/2016 04:54:00 PM";"Transfer";"08/04/2016 02:46:00 PM";"Owner Surrender";"Manx Mix";"Blue Tabby";3
"A703866";2;"05/31/2015 03:45:00 PM";"Transfer";"05/29/2015 05:04:00 PM";"Stray";"Domestic Shorthair Mix";"Lynx Point";3
"A754077";9;"07/24/2017 06:20:00 PM";"Adoption";"07/15/2017 11:09:00 AM";"Stray";"Domestic Shorthair Mix";"Cream Tabby";4
"A674315";6;"03/17/2014 11:31:00 AM";"Transfer";"03/11/2014 12:18:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";9
"A686245";2;"08/21/2014 11:04:00 AM";"Euthanasia";"08/19/2014 07:08:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/Black";96
"A747254";59;"06/15/2017 01:28:00 PM";"Adoption";"04/17/2017 11:23:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";3
"A711194";16;"09/19/2015 12:20:00 PM";"Adoption";"09/03/2015 12:15:00 PM";"Stray";"Domestic Longhair Mix";"Brown Tabby/White";2
"A727732";20;"06/14/2016 11:06:00 PM";"Adoption";"05/25/2016 12:23:00 PM";"Stray";"Domestic Shorthair Mix";"Black";12
"A754796";67;"09/30/2017 09:51:00 AM";"Adoption";"07/25/2017 10:41:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";3
"A666467";25;"11/26/2013 04:18:00 PM";"Adoption";"11/01/2013 04:02:00 PM";"Stray";"Domestic Shorthair";"Orange Tabby/White";2
"A760466";7;"10/25/2017 04:22:00 PM";"Transfer";"10/18/2017 03:15:00 PM";"Stray";"Domestic Shorthair Mix";"Black";3
"A706023";1;"06/24/2015 04:33:00 PM";"Transfer";"06/23/2015 04:46:00 PM";"Stray";"Domestic Shorthair Mix";"Black";2
"A758289";29;"10/12/2017 06:20:00 AM";"Adoption";"09/13/2017 03:42:00 PM";"Stray";"American Shorthair Mix";"Black";1
"A711483";100;"12/16/2015 06:52:00 PM";"Adoption";"09/07/2015 01:43:00 PM";"Stray";"Domestic Shorthair Mix";"Black Smoke";4
"A729825";7;"07/01/2016 02:49:00 PM";"Adoption";"06/24/2016 12:58:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";2
"A727514";43;"07/04/2016 01:05:00 PM";"Adoption";"05/22/2016 07:10:00 PM";"Stray";"Domestic Shorthair Mix";"White/Black";1
"A754654";2;"07/24/2017 02:39:00 PM";"Transfer";"07/22/2017 03:58:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A689253";3;"10/04/2014 02:07:00 PM";"Adoption";"10/01/2014 11:03:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Black";7
"A768757";14;"04/07/2018 02:22:00 PM";"Adoption";"03/24/2018 03:52:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Calico";180
"A722090";11;"03/21/2016 05:41:00 PM";"Adoption";"03/10/2016 02:32:00 PM";"Stray";"Domestic Shorthair Mix";"Black";1
"A757068";4;"09/02/2017 05:27:00 PM";"Adoption";"08/29/2017 03:00:00 PM";"Stray";"Domestic Shorthair Mix";"Black";3
"A711839";9;"09/21/2015 03:11:00 PM";"Transfer";"09/12/2015 03:12:00 PM";"Stray";"Domestic Longhair Mix";"Black/White";60
"A758208";7;"09/19/2017 09:13:00 AM";"Euthanasia";"09/12/2017 05:32:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";60
"A729096";14;"06/27/2016 12:00:00 AM";"Transfer";"06/13/2016 02:36:00 PM";"Stray";"Domestic Shorthair Mix";"White/Black";1
"A713852";4;"10/18/2015 12:00:00 AM";"Adoption";"10/14/2015 11:34:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby/White";1
"A765021";40;"02/20/2018 03:55:00 PM";"Adoption";"01/11/2018 02:20:00 PM";"Stray";"Domestic Medium Hair Mix";"Black";12
"A691427";1;"11/05/2014 09:00:00 AM";"Transfer";"11/04/2014 12:10:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";12
"A726564";4;"05/16/2016 05:05:00 PM";"Adoption";"05/12/2016 12:43:00 PM";"Stray";"Siamese Mix";"Lynx Point";12
"A712465";1;"09/24/2015 09:00:00 AM";"Transfer";"09/23/2015 03:50:00 PM";"Stray";"Domestic Shorthair Mix";"Black";12
"A689605";29;"11/04/2014 08:22:00 AM";"Adoption";"10/06/2014 06:13:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";4
"A766919";47;"04/07/2018 01:57:00 PM";"Adoption";"02/19/2018 04:26:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";9
"A677093";59;"06/17/2014 06:53:00 PM";"Adoption";"04/19/2014 12:49:00 PM";"Stray";"Domestic Shorthair";"Cream Tabby";3
"A729465";30;"07/18/2016 06:09:00 PM";"Adoption";"06/18/2016 04:31:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";1
"A669786";33;"01/29/2014 06:55:00 PM";"Adoption";"12/27/2013 12:53:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"White/Blue";132
"A707688";28;"08/13/2015 03:13:00 PM";"Transfer";"07/16/2015 10:58:00 AM";"Stray";"Domestic Shorthair Mix";"Black";4
"A680104";5;"06/03/2014 02:40:00 PM";"Transfer";"05/29/2014 06:34:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A747194";75;"06/30/2017 02:21:00 PM";"Adoption";"04/16/2017 12:18:00 PM";"Stray";"Domestic Shorthair Mix";"Cream/White";24
"A685296";180;"02/01/2015 11:24:00 AM";"Adoption";"08/05/2014 12:31:00 PM";"Owner Surrender";"Siamese Mix";"Lynx Point";24
"A709311";60;"10/06/2015 03:34:00 PM";"Adoption";"08/07/2015 11:41:00 AM";"Stray";"Domestic Shorthair Mix";"White/Brown Tabby";4
"A752336";6;"06/27/2017 02:03:00 PM";"Transfer";"06/21/2017 11:18:00 AM";"Stray";"Domestic Shorthair Mix";"Torbie";1
"A771380";5;"05/08/2018 11:26:00 AM";"Transfer";"05/03/2018 08:39:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";2
"A690424";11;"10/31/2014 02:25:00 PM";"Transfer";"10/20/2014 01:59:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black";2
"A695433";1;"01/16/2015 09:00:00 AM";"Transfer";"01/15/2015 03:07:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";12
"A665585";6;"10/25/2013 03:08:00 PM";"Transfer";"10/19/2013 03:39:00 PM";"Stray";"Domestic Shorthair";"White/Orange";1
"A723546";171;"09/21/2016 12:09:00 PM";"Adoption";"04/03/2016 12:47:00 AM";"Stray";"Domestic Shorthair Mix";"Blue/Tortie";0
"A704523";1;"06/06/2015 01:43:00 PM";"Died";"06/05/2015 05:18:00 PM";"Stray";"Domestic Shorthair Mix";"Cream";1
"A713891";70;"12/23/2015 01:43:00 PM";"Transfer";"10/14/2015 03:57:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";1
"A750817";19;"06/19/2017 05:09:00 PM";"Adoption";"05/31/2017 06:32:00 PM";"Stray";"Domestic Shorthair Mix";"Blue";36
"A758960";109;"01/11/2018 05:17:00 PM";"Adoption";"09/24/2017 02:37:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";4
"A698189";11;"03/18/2015 02:13:00 PM";"Adoption";"03/07/2015 08:27:00 AM";"Stray";"Siamese Mix";"Seal Point";108
"A705679";3;"06/23/2015 12:26:00 PM";"Transfer";"06/20/2015 11:44:00 AM";"Stray";"Domestic Shorthair Mix";"Blue";3
"A690803";1;"10/27/2014 09:00:00 AM";"Transfer";"10/26/2014 12:48:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";7
"A692503";4;"11/25/2014 02:15:00 PM";"Transfer";"11/21/2014 02:12:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie";84
"A711434";3;"09/09/2015 03:22:00 PM";"Transfer";"09/06/2015 04:57:00 PM";"Stray";"Domestic Shorthair Mix";"Blue";4
"A727471";73;"08/03/2016 02:30:00 PM";"Adoption";"05/22/2016 01:56:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";3
"A681452";13;"06/29/2014 05:44:00 PM";"Adoption";"06/16/2014 05:17:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby/White";2
"A682747";5;"07/07/2014 12:26:00 PM";"Transfer";"07/02/2014 12:57:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A748558";36;"06/08/2017 06:07:00 PM";"Adoption";"05/03/2017 06:00:00 PM";"Stray";"Domestic Medium Hair Mix";"Blue";24
"A704837";6;"06/15/2015 03:40:00 PM";"Transfer";"06/09/2015 01:40:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";2
"A688915";1;"09/27/2014 09:00:00 AM";"Transfer";"09/26/2014 12:23:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A708699";16;"08/15/2015 02:36:00 PM";"Adoption";"07/30/2015 01:39:00 PM";"Owner Surrender";"Domestic Longhair Mix";"Blue Tabby/White";60
"A731536";1;"07/24/2016 09:00:00 AM";"Transfer";"07/23/2016 03:19:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";2
"A745104";15;"03/28/2017 05:46:00 PM";"Adoption";"03/13/2017 09:13:00 AM";"Stray";"Domestic Longhair Mix";"Blue Cream";24
"A681708";15;"07/04/2014 12:06:00 PM";"Died";"06/19/2014 02:40:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";1
"A703184";49;"07/09/2015 05:44:00 PM";"Adoption";"05/21/2015 01:12:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A715744";6;"11/15/2015 09:05:00 AM";"Died";"11/09/2015 11:49:00 AM";"Stray";"Siamese Mix";"Flame Point";4
"A755042";3;"07/31/2017 07:06:00 PM";"Transfer";"07/28/2017 12:54:00 PM";"Stray";"Domestic Shorthair Mix";"Black";4
"A723879";5;"04/13/2016 06:34:00 PM";"Transfer";"04/08/2016 01:05:00 PM";"Stray";"Domestic Medium Hair";"Blue Tabby/White";12
"A666213";2;"10/30/2013 02:34:00 PM";"Transfer";"10/28/2013 06:34:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";3
"A744408";1;"03/01/2017 09:00:00 AM";"Transfer";"02/28/2017 01:09:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";12
"A730376";1;"07/04/2016 09:00:00 AM";"Transfer";"07/03/2016 12:45:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A665447";22;"11/09/2013 12:09:00 AM";"Transfer";"10/18/2013 08:19:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A684904";3;"08/19/2014 05:31:00 PM";"Adoption";"08/16/2014 02:36:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black";3
"A623497";13;"06/14/2014 01:01:00 PM";"Transfer";"06/01/2014 01:46:00 PM";"Stray";"Domestic Longhair Mix";"Black Smoke";24
"A691740";3;"11/11/2014 01:43:00 PM";"Transfer";"11/08/2014 03:28:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";6
"A676752";1;"04/15/2014 04:25:00 PM";"Transfer";"04/14/2014 05:36:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie/White";1
"A711817";58;"11/09/2015 05:23:00 PM";"Adoption";"09/12/2015 02:22:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";4
"A677812";23;"05/22/2014 06:32:00 PM";"Died";"04/29/2014 01:54:00 PM";"Stray";"Manx Mix";"Brown Tabby";3
"A714144";18;"11/05/2015 01:54:00 PM";"Transfer";"10/18/2015 03:04:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A704918";39;"07/19/2015 06:36:00 PM";"Adoption";"06/10/2015 06:09:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A729654";7;"06/28/2016 12:01:00 PM";"Adoption";"06/21/2016 04:59:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"White";96
"A755505";7;"08/11/2017 01:34:00 PM";"Transfer";"08/04/2017 11:01:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";3
"A676634";6;"04/18/2014 02:19:00 PM";"Transfer";"04/12/2014 06:18:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black";48
"A717556";4;"12/14/2015 07:24:00 PM";"Transfer";"12/10/2015 02:16:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";48
"A680924";1;"06/10/2014 12:51:00 PM";"Transfer";"06/09/2014 10:34:00 PM";"Stray";"Domestic Shorthair Mix";"Black";3
"A713493";25;"11/01/2015 06:40:00 PM";"Adoption";"10/07/2015 02:53:00 PM";"Stray";"Domestic Longhair Mix";"Brown Tabby/White";1
"A747943";65;"07/01/2017 04:48:00 PM";"Adoption";"04/27/2017 11:00:00 AM";"Stray";"Domestic Shorthair Mix";"Black";1
"A731660";51;"09/14/2016 02:17:00 PM";"Adoption";"07/25/2016 06:43:00 PM";"Stray";"Domestic Shorthair Mix";"Blue/White";4
"A744624";1;"03/05/2017 09:00:00 AM";"Transfer";"03/04/2017 12:39:00 PM";"Stray";"Siamese";"Flame Point";24
"A760702";3;"10/25/2017 04:19:00 PM";"Transfer";"10/22/2017 04:48:00 PM";"Stray";"Domestic Shorthair Mix";"Black";4
"A752514";12;"07/05/2017 02:34:00 PM";"Transfer";"06/23/2017 11:45:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";2
"A762325";32;"12/20/2017 01:16:00 PM";"Adoption";"11/18/2017 01:01:00 PM";"Stray";"Domestic Shorthair Mix";"White/Brown Tabby";1
"A707113";66;"09/12/2015 05:08:00 PM";"Adoption";"07/08/2015 11:01:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";4
"A736971";2;"11/21/2016 07:20:00 PM";"Adoption";"11/19/2016 06:06:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";1
"A755528";1;"08/05/2017 12:00:00 AM";"Transfer";"08/04/2017 01:48:00 PM";"Stray";"Domestic Shorthair Mix";"Black";12
"A666355";3;"11/02/2013 02:00:00 PM";"Transfer";"10/30/2013 04:41:00 PM";"Stray";"Domestic Shorthair Mix";"White/Black";6
"A723531";15;"04/17/2016 12:00:00 AM";"Transfer";"04/02/2016 04:36:00 PM";"Public Assist";"Domestic Shorthair Mix";"Black";5
"A744286";1;"02/27/2017 09:00:00 AM";"Transfer";"02/26/2017 12:04:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";7
"A700895";21;"05/12/2015 05:45:00 PM";"Adoption";"04/21/2015 11:04:00 AM";"Stray";"Domestic Shorthair Mix";"Calico/Brown";1
"A712720";1;"09/28/2015 09:00:00 AM";"Transfer";"09/27/2015 11:33:00 AM";"Stray";"Domestic Shorthair Mix";"Blue";3
"A683307";3;"07/12/2014 09:00:00 AM";"Transfer";"07/09/2014 11:06:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";12
"A715189";29;"11/30/2015 06:09:00 PM";"Adoption";"11/01/2015 04:16:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";84
"A767057";32;"03/26/2018 03:58:00 PM";"Adoption";"02/22/2018 12:57:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";5
"A759664";2;"10/07/2017 12:21:00 PM";"Transfer";"10/05/2017 01:21:00 PM";"Stray";"Domestic Shorthair Mix";"Gray Tabby/White";3
"A689526";13;"10/18/2014 06:43:00 PM";"Adoption";"10/05/2014 02:10:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";120
"A684512";30;"08/23/2014 03:42:00 PM";"Adoption";"07/24/2014 05:25:00 PM";"Stray";"Domestic Shorthair Mix";"Black";1
"A706260";25;"07/21/2015 03:24:00 PM";"Adoption";"06/26/2015 03:27:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Brown Tabby";12
"A749970";17;"06/08/2017 01:32:00 PM";"Adoption";"05/22/2017 11:14:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby";24
"A730987";45;"08/28/2016 02:48:00 PM";"Adoption";"07/14/2016 12:24:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";84
"A749086";38;"06/17/2017 12:35:00 PM";"Adoption";"05/10/2017 05:37:00 PM";"Stray";"Domestic Shorthair Mix";"Calico/White";2
